mfcc,contrast,tonnetz,chroma,class
"[-5.8733240e+02  9.5692612e+01  1.0955194e+01  2.1317177e+01
  5.7002330e+00  4.6681247e+00  8.3664942e+00  9.0165478e-01
  5.8305055e-01  4.9936819e-01 -1.2117497e+00  6.6234770e+00
  7.2152960e-01 -3.1642690e+00  7.7970304e+00  1.2389212e+00
 -4.1004329e+00 -2.5042801e+00  1.8865441e-01 -6.1698931e-01
 -1.2104422e+00  1.1371813e+00 -8.0974770e-01  2.4290187e+00
  7.2037166e-01 -1.5008190e+00  4.2826390e-01 -1.2033552e+00
 -1.8693211e+00 -1.8601464e+00 -5.3083408e-01 -1.8959942e+00
 -3.2944431e+00 -2.2117777e+00 -1.1647841e+00 -1.0439758e+00
 -3.3951926e+00 -2.0114355e+00 -1.4125025e+00 -1.8523619e+00]","[21.70070385 13.08758817 15.43972329 15.16582174 17.83969107 20.17650006
 37.50559535]",[ 0.02504731  0.004091    0.02194239  0.05043429  0.02292929 -0.03144948],"[0.7024885  0.76381737 0.7367957  0.65812564 0.6802112  0.6290887
 0.59980613 0.5447112  0.5763275  0.59282583 0.6063203  0.68581426]",other
"[-5.5857776e+02  3.7347519e+01 -8.3775682e+00  1.3865388e+01
 -1.4388522e+01  1.2600452e+01 -5.2044196e+00 -3.7739444e+00
 -1.0550065e+00  2.1788421e+00  1.6598151e+00 -1.7451500e+00
 -7.0271783e+00 -6.5270448e-01 -5.3616042e+00 -3.4734309e+00
 -1.0237243e-01 -4.0266571e+00 -2.8860061e+00 -3.0605562e+00
 -3.4583926e+00 -1.8974439e+00  5.6473970e-01 -2.6970766e+00
 -4.7255144e-01 -2.5882144e+00  3.4362832e-01 -3.3533697e+00
 -2.7518005e+00 -1.6770380e+00 -3.1987901e+00 -1.1356562e+00
 -2.2327285e+00 -4.7816268e-01 -1.8712852e+00 -8.2539314e-01
 -1.1040500e+00 -7.9140669e-01  3.0912096e-02 -1.8074600e+00]","[18.7740952  13.54315475 14.94074187 14.73565955 16.43855434 20.52228536
 34.14994456]",[ 0.05157685 -0.02546473  0.00687681 -0.02788494 -0.00466915  0.01119514],"[0.3394161  0.3919334  0.4295556  0.46721914 0.5293241  0.48317447
 0.50144786 0.49476224 0.39589417 0.34419268 0.33542985 0.33326846]",other
"[-5.5612836e+02  1.0607088e+02  4.9343491e+00  1.8365820e+01
  3.8058121e+00  4.4480882e+00  6.6786981e+00 -1.5476535e-01
  1.3251971e+00  3.1130743e-01 -3.6560788e+00  6.3227739e+00
 -2.9042065e-02 -4.8748293e+00  7.6739068e+00  3.7162352e+00
 -3.1023536e+00 -4.3810668e+00 -3.3270404e-01 -3.3220050e+00
 -3.0941939e+00  4.6122009e-01 -3.9373714e-01  2.4972351e+00
 -9.6798515e-01 -2.3642714e+00 -6.7189783e-01 -3.2989532e-01
  4.5569299e-04  4.8947479e-03  5.6309843e-01 -1.2833840e+00
 -2.2278504e+00 -1.5342779e+00 -2.0873094e+00 -3.1857696e+00
 -4.0293026e+00 -3.3411782e+00 -3.0024316e+00 -2.0609086e+00]","[23.20831672 13.58420656 15.75263319 15.15743186 18.26923603 20.54217547
 36.37485372]",[-0.01052016 -0.08490627 -0.06373818  0.03628848  0.01194189 -0.01093599],"[0.64832705 0.7141275  0.70526534 0.6304091  0.61094236 0.6338293
 0.582505   0.5509317  0.5923949  0.64217454 0.6789546  0.71117955]",other
"[-5.1027313e+02  6.7097092e+01  1.4669889e+01  9.9437618e+00
 -6.2340307e+00  9.6540422e+00  1.6937252e+00 -6.6323054e-01
 -5.6231532e+00  1.9320335e+00 -7.6824517e+00 -4.4993916e+00
 -5.8314209e+00 -3.5187178e+00 -2.3467262e+00 -6.0690951e+00
 -2.7298996e+00  1.3205268e+00 -4.4095435e+00 -2.9293690e+00
 -2.9365888e+00 -4.0335431e+00  1.3859085e+00 -8.7244473e+00
  2.1077878e+00 -4.6368566e+00 -1.5663687e+00 -2.3945177e+00
 -2.6350632e+00 -2.0965287e-01 -5.1088920e+00  3.2867892e+00
 -4.2214661e+00  4.3739435e-01 -2.2500987e+00 -2.1442931e+00
 -8.3994740e-01 -1.9513975e+00 -1.5657032e+00 -2.3098953e+00]","[23.82879077 18.51892849 18.4921106  20.37301869 19.73540372 22.01578469
 34.09575851]",[-0.02114772 -0.01600336  0.00985818  0.05145953 -0.0076449  -0.00090777],"[0.20590818 0.25102854 0.28675923 0.26838326 0.23306333 0.21387167
 0.2999933  0.34105098 0.33249262 0.30299214 0.24513228 0.22565624]",other
"[-5.1603241e+02  9.7985550e+01  6.3964474e-01  2.1365822e+01
  2.6826541e+00  1.1838851e+01  4.6729665e+00 -1.5637728e+00
 -1.0650917e+01 -5.7498688e-01 -7.2697921e+00  2.2596033e+00
 -3.4410663e+00 -4.0081301e+00  5.4731226e+00 -1.9890648e+00
 -3.2659311e+00  2.1721122e-01  8.0197716e-01 -4.0379634e+00
 -1.6147263e-01 -1.3115724e+00 -4.3826194e+00  6.6602588e-01
  2.6548202e+00 -2.0570920e+00  1.0911797e+00 -1.2326294e+00
 -3.2487395e+00 -1.6631620e+00 -2.2558675e+00 -4.3392305e+00
 -4.0549912e+00 -8.0481505e-01 -1.4679387e+00 -2.2300186e+00
 -1.6251945e+00 -1.0463588e+00 -1.6459353e+00 -2.1568234e+00]","[23.33167721 14.63769306 17.68048095 15.85318105 17.74612664 21.48972107
 36.62044199]",[-0.00522477 -0.00582312 -0.01396849 -0.01913755 -0.00553511 -0.00808164],"[0.68399036 0.7235277  0.63977754 0.5754346  0.5827608  0.6043848
 0.5955044  0.5794594  0.5981818  0.6175055  0.63093907 0.65073115]",other
"[-5.2592743e+02  8.6852409e+01  4.0554700e+00  2.3185747e+01
  6.6679864e+00  9.8507757e+00  7.0096316e+00  3.9087055e+00
 -9.3338747e+00 -1.3016136e+00 -4.7404304e+00  1.9045042e+00
 -2.2522788e+00 -3.3205972e+00  4.0386548e+00 -2.8318517e+00
 -3.6931095e+00 -1.4317008e+00 -4.3116680e-01 -3.9186499e+00
 -2.1473489e+00 -1.8363240e+00 -2.5337579e+00  5.9939988e-02
  4.0460181e-01 -1.6028893e+00  1.5489573e+00 -1.3391252e+00
 -2.8718841e+00 -9.2035598e-01 -3.2060413e+00 -3.4989507e+00
 -2.7606502e-01 -1.1337913e+00 -2.9600980e+00 -2.2539351e+00
 -4.0743575e+00 -2.0344036e+00 -1.1198069e+00 -3.9146316e+00]","[23.52340359 15.62652871 17.3400547  15.60920488 17.63562727 21.37626263
 37.36784163]",[ 0.01559927 -0.00708389 -0.03970734  0.03018654 -0.00392981 -0.01653256],"[0.6986658  0.719315   0.6692206  0.6355015  0.5928874  0.5624696
 0.5304306  0.54863906 0.6228032  0.6098922  0.61321527 0.6730598 ]",other
"[-5.49148132e+02  8.77193069e+01  1.32299595e+01  2.34811058e+01
  6.96619654e+00  9.67300606e+00  9.51231098e+00  5.72045625e-04
 -7.71891689e+00  2.74399471e+00 -1.40392578e+00  1.76977265e+00
 -1.14490223e+00 -2.55946279e+00  3.75562000e+00 -2.58500075e+00
 -5.04785633e+00 -1.07990158e+00 -5.94665825e-01 -3.15660429e+00
  1.58530921e-01 -1.81159186e+00 -2.67414403e+00  1.26257157e+00
  2.60396421e-01 -1.47632718e+00  3.93480361e-01 -3.58132303e-01
 -7.27269888e-01 -2.62785822e-01 -2.80117416e+00 -3.94569683e+00
 -2.07785630e+00 -2.31798267e+00 -2.22727585e+00 -2.08939743e+00
 -2.19798875e+00 -1.44043183e+00 -1.12646687e+00 -1.90280938e+00]","[24.01181169 14.70721286 16.57594983 15.67304342 17.69013159 19.97527143
 38.85288475]",[-0.00460996  0.04082961  0.0334663   0.04888322 -0.00799942  0.0232677 ],"[0.7116643  0.6681571  0.6427803  0.64710367 0.6406615  0.64680123
 0.6440093  0.6312869  0.57133514 0.56999755 0.6558034  0.6804249 ]",other
"[-5.2688177e+02  9.8781456e+01  1.1906448e+01  3.5671940e+01
  4.2219663e+00 -4.7766390e+00  3.7838702e+00  4.0972013e+00
 -2.4144425e+00  1.5207191e+00 -4.0196877e+00  3.4674048e+00
 -3.3132648e+00 -4.0325651e+00  5.4135094e+00 -4.3359900e+00
 -3.9239161e+00  1.6647495e+00  1.4320370e+00 -2.2206357e+00
  2.1981020e+00  2.0482527e-02 -9.0519279e-01 -7.2052222e-01
 -2.7079988e+00 -2.4328632e+00 -2.4084370e+00 -1.5762581e+00
 -7.9514849e-01  1.2120423e+00  1.9715799e+00  8.3808798e-01
 -8.9725405e-01  1.3424698e+00 -1.6049231e+00 -4.2206054e+00
 -1.7987076e+00 -2.8243020e+00 -3.3479650e+00 -3.3451223e+00]","[23.11106345 14.1213536  15.39818337 15.9309454  17.57623978 20.69663095
 37.32493413]",[-0.00509348 -0.01849007  0.01552223 -0.03732188 -0.01710624 -0.01457684],"[0.6090713  0.5957337  0.6283688  0.63859886 0.63480425 0.6516373
 0.600623   0.5752597  0.6431442  0.7030379  0.6744298  0.646101  ]",other
"[-5.3571973e+02  9.7710663e+01  9.6131554e+00  3.3400845e+01
  9.1029863e+00 -4.0457821e+00  5.6224928e+00  4.3397012e+00
  3.7825179e-01 -2.7714261e-01 -6.1021285e+00  2.9999964e+00
 -2.8683298e+00 -4.5696263e+00  6.1511412e+00 -1.7806709e+00
 -3.0188329e+00  1.7963337e+00  1.1718588e+00 -1.4779142e+00
  2.6299126e+00  4.5695746e-01 -1.2257327e+00  1.5775482e-01
 -2.4608963e+00 -1.3048300e+00 -1.3397479e+00 -2.0064108e+00
 -4.9061888e-01  7.4756545e-01  2.0083044e+00  7.6822484e-01
 -1.4639803e+00  2.6549740e+00  5.2267325e-01 -2.1081481e+00
 -6.1780566e-01 -2.1524048e+00 -1.9565892e+00 -3.4989185e+00]","[22.46503033 14.12203698 15.44641169 15.99528895 18.07630343 21.08953465
 37.06067185]",[-0.01471008  0.03722001 -0.00063495  0.02180817 -0.02374104  0.00285757],"[0.6384023  0.64394593 0.64225334 0.62445503 0.60007334 0.61243755
 0.6145703  0.64583683 0.6821116  0.6742285  0.67859143 0.6541684 ]",other
"[-5.20985840e+02  1.14456535e+02  7.03826094e+00  3.56061974e+01
  9.22157383e+00 -7.82742023e+00  4.01156664e+00  3.64675617e+00
  2.68406600e-01 -7.14999616e-01 -7.93787193e+00  5.47347450e+00
 -2.76655197e+00 -5.83162880e+00  6.62721062e+00 -3.84815907e+00
 -6.50737715e+00  6.51587188e-01  1.44579136e+00 -2.03110790e+00
  1.30723572e+00 -1.52245188e+00 -1.78092301e+00 -1.50786281e+00
 -3.13481522e+00 -8.99853289e-01 -2.48825502e+00 -3.06613016e+00
 -1.71489418e+00 -1.12888500e-01  1.76851952e+00  1.41835260e+00
 -8.36382687e-01  1.80598378e+00 -3.92154813e-01 -3.73606467e+00
 -2.51770329e+00 -2.49270082e+00 -2.78904557e+00 -4.52960539e+00]","[21.52645704 14.65434013 16.49118426 16.17637861 18.30769495 22.17560963
 35.98156836]",[-0.02870129 -0.00193545 -0.0055683   0.03048573  0.0090967  -0.01863953],"[0.6189736  0.6328709  0.6221241  0.59736305 0.62158316 0.5246621
 0.5475627  0.6235273  0.64807546 0.6559705  0.63464254 0.63066435]",other
"[-4.9811221e+02  1.0988680e+02  4.6835523e+00  3.2804024e+01
  7.6455126e+00 -4.9950495e+00  3.1563172e+00  3.6829185e+00
  1.3702939e+00 -1.9753551e+00 -9.6167355e+00  4.8842611e+00
 -3.8701110e+00 -8.2288294e+00  5.1020899e+00 -2.4738235e+00
 -5.2775798e+00 -1.2204578e+00  5.2589351e-01 -1.7641764e+00
  1.3617584e+00  2.2830148e-01  3.6923572e-01 -1.6054544e+00
 -4.1177111e+00 -1.4962645e+00 -3.5061061e+00 -3.6157508e+00
 -1.5458298e+00  9.6311811e-03  1.5396411e+00  7.4226218e-01
 -1.0265319e+00  3.1265340e+00  4.9035954e-01 -4.3104248e+00
 -2.1651466e+00 -2.1798193e+00 -3.1730890e+00 -5.2087111e+00]","[23.22366298 14.95499567 17.03357628 16.014612   18.39222236 20.54916029
 37.08605919]",[-0.01930288 -0.00151063  0.0469263   0.0441579  -0.00140632  0.01275518],"[0.5770359  0.6325742  0.62237746 0.6179248  0.60392773 0.5299329
 0.52841604 0.6044557  0.6384958  0.63830036 0.6124934  0.58104944]",other
"[-5.2522833e+02  1.0601237e+02  8.2760668e+00  3.1948988e+01
  6.6745491e+00 -5.9797845e+00  8.5171604e-01  3.5138361e+00
  8.7686998e-01  1.2187182e+00 -7.5132632e+00  4.9185700e+00
 -4.2592463e+00 -9.1259165e+00  5.5536261e+00 -2.0375063e+00
 -5.8570328e+00 -2.8611046e-01  2.5879462e+00 -4.7596869e-01
  2.5193038e+00 -1.4253018e+00 -7.0015031e-01 -4.8800853e-01
 -2.6369491e+00 -7.1799427e-01 -3.4196386e+00 -2.7456810e+00
  4.9283382e-01  9.4282806e-01  4.2228743e-01 -2.0977196e-01
 -1.2265481e+00  2.6218882e+00  2.5747916e-01 -3.4435339e+00
 -3.3699093e+00 -2.3934488e+00 -2.3630533e+00 -4.9813166e+00]","[22.92704236 15.11184781 15.67081957 15.82966564 18.50345682 21.09354056
 36.51034329]",[ 0.01858397 -0.01227334 -0.01677652  0.0370348  -0.01952521  0.00222709],"[0.60515684 0.602377   0.61341614 0.5768269  0.60107493 0.55572325
 0.58785903 0.6168063  0.6156358  0.6263978  0.6146999  0.5991975 ]",other
"[-5.4046033e+02  1.0148220e+02  1.9823318e+01  2.9977066e+01
  3.2029514e+00 -4.8852606e+00  3.8024635e+00  4.1976924e+00
 -3.8001790e+00  1.2324989e+00  1.1048615e+00 -2.4766152e+00
 -1.8821486e+00 -6.2107557e-01  6.4316666e-01 -4.2607393e+00
 -1.9178442e+00  1.6293012e+00  2.1452163e-01 -1.2620009e+00
  6.3285965e-01 -8.9875299e-01 -2.2656877e+00  3.9099735e-01
 -1.5892717e+00 -3.6449273e+00 -8.6886394e-01 -2.4274056e+00
 -3.0127497e+00  1.2235581e+00  9.2908484e-01  6.0794091e-01
  1.9338657e+00  2.2755136e+00 -7.7317196e-01 -3.7215273e+00
 -2.6696627e+00 -2.2314436e+00 -4.0110583e+00 -4.2009945e+00]","[21.70106389 14.20249893 16.75899242 17.4156588  18.6149701  18.82876931
 37.11219014]",[ 0.04347214  0.02561358  0.02624996 -0.09329419 -0.0287271  -0.0153941 ],"[0.5161106  0.54170144 0.61233795 0.5641863  0.5338988  0.55792755
 0.59279203 0.6292859  0.6748895  0.6881106  0.6280294  0.5722858 ]",other
"[-4.9746152e+02  1.0768109e+02  3.2609115e+00  3.0333874e+01
  8.2625170e+00  3.5193973e+00  1.2168829e+01  3.2675171e+00
 -9.9996367e+00 -3.1423728e+00 -1.2059097e+01  6.4180174e+00
 -5.0581131e+00 -1.1623440e+01  7.2643080e+00 -9.7757703e-01
 -2.6744041e+00 -4.9216852e+00  1.2089872e+00 -1.2632678e+00
 -1.8456529e+00  5.6656909e-01 -2.8501942e+00  7.1673673e-01
  2.7947917e+00 -1.2201288e+00 -1.4877617e+00  8.3099043e-01
 -2.1268427e+00 -2.6266274e+00  1.4376414e-01 -3.2405910e+00
 -3.2406144e+00 -6.2445413e-02 -3.0190709e+00 -4.5040369e+00
 -2.6343670e+00 -9.6107447e-01 -4.3355494e+00 -1.0707281e+00]","[24.99145667 17.38531915 19.24887411 16.99806444 20.33511814 23.30740924
 39.09165354]",[-0.05805499 -0.01095802 -0.09437408  0.01342602  0.03860837 -0.03041164],"[0.718159   0.6907515  0.54606164 0.47929016 0.5014199  0.4871053
 0.42583546 0.45822382 0.47459108 0.4514323  0.48971257 0.5775023 ]",other
"[-5.5302960e+02  5.1868996e+01  7.4844246e+00  1.4562472e+01
 -3.1727412e+00 -1.7442840e-01 -2.7169406e+00 -1.1549894e+00
 -3.0999830e+00  1.1649773e+00 -9.5326424e+00  1.7790278e+00
 -6.8454552e+00  3.2169292e+00 -9.3514700e+00 -9.8276865e-01
 -7.4319869e-01 -6.1891894e+00  8.7546015e-01 -7.9176226e+00
  2.3712058e+00 -6.1197186e+00  1.4289736e+00 -3.6618721e+00
  4.5112476e-01 -2.6421440e+00 -5.1330680e-01 -2.4021540e+00
 -1.6419380e+00 -1.1699885e+00 -4.3087668e+00  3.1286809e+00
 -7.1042914e+00  2.5493667e+00 -3.6895983e+00 -2.9167345e-01
 -4.7574681e-01 -2.1547186e+00  8.6397070e-01 -3.4277384e+00]","[18.83004514 13.33309682 15.17990096 15.20101083 15.80630735 19.50208738
 36.28553339]",[-0.00935973 -0.01206424  0.01751012  0.0120483   0.00980923  0.00301912],"[0.41689304 0.35489577 0.31783137 0.33054733 0.40507486 0.33763698
 0.3470943  0.39040384 0.36498287 0.39146104 0.4010187  0.47162503]",other
"[-5.41751587e+02  9.90328217e+01  1.31027355e+01  2.65878639e+01
  1.50521517e+00  3.81343746e+00  7.98951483e+00  1.24050593e+00
  2.46399000e-01  2.62496448e+00 -1.01709156e+01  1.81870484e+00
 -3.08172226e+00 -6.73237038e+00  2.89314389e+00  1.10656476e+00
 -1.07609451e+00 -5.67596197e+00 -1.57068086e+00 -1.48708701e+00
 -4.23270404e-01 -1.76201653e+00 -2.94774795e+00  5.66918731e-01
  1.76950857e-01 -3.19603586e+00  1.93381453e+00  1.85310924e+00
 -2.20354962e+00 -9.81700063e-01 -3.73566337e-02 -1.16276741e+00
 -2.00423193e+00  2.06890807e-01 -1.66539025e+00 -1.73573732e+00
 -9.68570590e-01 -9.66243207e-01 -1.95917714e+00 -1.46461487e+00]","[22.39603992 13.71159955 15.51512789 15.72904293 16.35276095 21.15714489
 37.01486036]",[-0.01228733  0.01730471  0.0212202   0.03911719 -0.00187509 -0.01562466],"[0.70589966 0.62551177 0.594891   0.5714551  0.61110735 0.59400725
 0.5392922  0.5568707  0.5661817  0.6658569  0.6776461  0.711568  ]",other
"[-5.7812415e+02  9.6696846e+01  9.4384518e+00  1.6187141e+01
  4.5140696e+00  6.4790235e+00  6.8217034e+00 -1.9626676e+00
 -2.8925757e+00  2.7511111e-01 -3.4416487e+00  3.9987843e+00
 -1.3164027e+00 -3.4893301e+00  2.6577091e+00  5.6044608e-01
 -2.1975818e+00 -3.1694121e+00  1.6971684e+00 -2.6991329e+00
 -2.1192958e+00 -3.8586766e-01 -5.8659583e-01  5.1115328e-01
 -1.6548862e+00 -2.6018624e+00 -1.3854053e+00 -5.5661261e-01
 -1.8045154e+00 -1.0993631e+00 -1.1743267e+00 -2.4184318e+00
 -2.3976927e+00 -1.2369155e+00 -5.8049887e-01 -3.1274495e-01
 -8.6645097e-01 -1.2567773e+00 -1.4335771e+00 -8.8335109e-01]","[23.68567974 14.21425292 15.6334782  14.4463385  17.62724481 21.16035096
 37.30101408]",[-0.01482519  0.05257838  0.01067435 -0.04964576  0.02180977  0.00360716],"[0.63811976 0.62153625 0.6387407  0.630335   0.6627256  0.62787503
 0.61238873 0.64233625 0.62949544 0.6823794  0.704688   0.63175696]",other
"[-5.3243726e+02  1.4758936e+02 -6.5723844e+00  7.9718218e+00
  1.0168933e+01 -2.1704102e+00  6.8481857e-01 -9.7331232e-01
 -1.5771087e+00 -3.1101489e+00 -5.8989077e+00 -1.6108189e+00
  1.0826615e+00 -8.8433046e+00 -5.3700829e+00  6.7381716e-01
 -6.3052177e+00 -4.4422650e+00 -1.6557486e+00 -2.6017613e+00
 -7.6433170e-01 -4.8833907e-02  6.6473198e-01 -1.3308154e+00
 -3.3984041e+00 -1.3044659e+00 -2.1419711e+00 -2.8434515e+00
 -5.7131749e-01 -1.4446514e+00 -8.0225801e-01  1.2408243e+00
 -1.1611619e+00 -3.5430686e+00 -2.1598396e+00 -2.3635826e+00
 -3.2865627e+00 -1.2844223e+00 -2.2744298e+00 -2.6318796e+00]","[21.85774529 12.94697173 15.06071957 15.58965968 18.11837008 20.45634325
 33.90907139]",[-0.03646871 -0.02136524  0.0404794   0.11082896 -0.02034159 -0.01962088],"[0.50379354 0.53582394 0.6220066  0.6962418  0.6573729  0.5733969
 0.5179297  0.5172377  0.58459777 0.5964408  0.5678765  0.53534853]",other
"[-5.0676892e+02  1.3924301e+02 -1.5795035e+01  1.5561452e+01
  1.1174241e+01  3.9527133e+00  6.1990714e+00 -1.4347732e-01
 -5.4192579e-01  9.4011462e-01 -1.7897060e+01 -3.5109246e+00
  6.3370671e+00 -1.1966380e+01 -3.8119988e+00 -5.7815331e-01
 -8.6904879e+00 -4.5076960e-01  4.2611295e-01 -1.8024408e+00
  5.9178144e-01 -4.9244924e+00  1.4183040e+00  7.6902425e-01
 -3.3301513e+00 -1.2933397e+00 -2.2486768e+00 -2.8816876e+00
 -1.6011274e+00 -1.9780897e+00 -4.1732974e+00 -1.6910926e+00
 -5.0319627e-02 -6.3519496e-01 -1.5006174e+00  4.1083100e-01
 -1.5877541e+00 -1.8901168e+00 -4.9985945e-01  5.6043684e-01]","[22.51307275 14.55275248 15.56170326 16.49138504 19.68464154 23.3163303
 35.35445188]",[-0.03579406 -0.04816019  0.03375771  0.0728847  -0.01369214  0.00349723],"[0.6000383  0.57520443 0.56487495 0.5968541  0.5133703  0.41915348
 0.46829844 0.57446593 0.62345207 0.51328975 0.47948104 0.52135885]",other
"[-4.9707446e+02  1.3900655e+02 -3.1366594e+00  1.9267954e+01
  1.5887580e+00 -1.8642778e+00  4.1570535e-01  1.1526204e+00
 -8.8804398e+00 -3.2634692e+00 -9.6039467e+00 -1.9821272e+00
  3.3739183e+00 -1.2488792e+01 -3.2193077e+00 -8.0469131e-01
 -9.6094704e+00 -5.7130399e+00 -3.6328166e+00 -1.9615756e+00
  1.3110634e+00 -2.4944832e+00  1.2079235e+00 -8.9489484e-01
 -4.3840895e+00 -1.6550505e+00 -9.6828127e-01 -2.1413765e+00
 -8.0672455e-01 -2.0115316e+00 -3.1286557e+00 -4.9829590e-01
 -1.9396892e+00 -1.7841501e+00 -2.0863204e+00 -1.5532160e+00
 -2.5991499e+00 -1.7866724e+00 -1.8075818e+00 -3.4243348e+00]","[23.97815766 14.47649635 16.18390344 15.87406528 17.62252377 21.20069095
 37.41496671]",[ 0.05507193 -0.04274573 -0.00498792  0.09965892  0.01181818  0.00506407],"[0.5243029  0.60420334 0.64462996 0.6243708  0.65422416 0.5265981
 0.47488275 0.49603817 0.50314945 0.55312973 0.53419787 0.5087133 ]",other
"[-5.2070947e+02  1.4796007e+02 -3.9250510e+00  1.2558819e+01
  5.0152340e+00  2.3986366e+00  1.8927857e+00  3.7224426e+00
 -3.3571851e+00 -2.5379300e+00 -1.0878555e+01 -4.0208092e+00
  3.8491197e+00 -1.3439405e+01 -4.3063560e+00  5.0215135e+00
 -6.7716384e+00 -5.6252642e+00 -6.0765511e-01 -2.7725215e+00
 -9.0678650e-01 -1.2481165e+00  2.2318544e+00  3.1153977e-01
 -4.1430340e+00 -8.4233600e-01 -6.0853112e-01 -2.3909664e+00
 -6.1480886e-01 -2.7948704e+00 -2.8729417e+00 -9.1891789e-01
 -1.9409599e+00 -4.8084596e-01 -1.8524981e+00 -1.5683324e+00
 -3.9673467e+00 -2.6683669e+00 -7.3170125e-01 -2.2047684e+00]","[23.28570168 14.6541837  16.51849816 16.87305995 18.72777083 21.74391936
 35.78748449]",[-0.05081395 -0.03168593  0.07534628  0.05100527 -0.01062822 -0.01435178],"[0.53489405 0.6264954  0.6735935  0.69177276 0.5173322  0.4488844
 0.47094086 0.5366352  0.5451569  0.4825821  0.51197445 0.48996997]",other
"[-5.3129724e+02  1.4326637e+02 -8.8254137e+00  1.7813387e+01
  1.0851213e+01  5.2889433e+00  3.7020609e+00  6.8996115e+00
 -4.8881418e-01  3.5334940e+00 -1.3034297e+01 -2.6029689e+00
  4.4510365e+00 -1.4017916e+01 -3.7301745e+00  2.9033751e+00
 -5.5110540e+00 -9.5848376e-01  2.7433231e+00 -1.2304360e+00
  1.4741172e+00 -2.6075153e+00  1.4267838e+00  8.6221683e-01
 -3.3447478e+00 -5.7621038e-01  3.3580190e-01 -2.5740991e+00
  2.3604740e-01 -3.2538512e-01 -2.0182612e+00  3.5323808e+00
 -1.6646287e+00 -3.0552819e+00 -1.8311913e+00 -2.2978556e+00
 -2.1377163e+00 -4.9828884e-01  8.2667464e-01 -1.1259555e+00]","[22.62185109 14.10859797 15.53758337 16.22927865 19.29362329 22.36913963
 36.04618969]",[-0.03426013  0.01248899  0.14365291  0.12318409  0.01689767 -0.04554078],"[0.53702307 0.56893533 0.56781423 0.5428464  0.58130014 0.5251862
 0.4587723  0.533035   0.5555714  0.49690625 0.47332236 0.48203358]",other
"[-4.7067474e+02  1.4566731e+02 -1.5390696e+01  1.9133114e+01
  3.0086327e+00  5.2364593e+00  3.5314951e+00 -6.6711235e-01
 -5.1663313e+00 -9.5745668e+00 -1.4608086e+01 -1.3895438e+00
  3.8037193e+00 -1.5378652e+01 -7.2464185e+00  3.4374235e+00
 -4.8514967e+00 -6.8863258e+00 -2.0033762e+00 -2.9984381e+00
 -1.4051716e+00 -7.0549393e-01  5.3071940e-01 -1.6587868e+00
 -5.4857960e+00  2.5047600e-01 -6.9563264e-01 -5.9448528e+00
  4.5847139e-01 -2.4163754e+00 -6.1731009e+00 -7.0479637e-01
 -2.3218386e+00 -1.5783235e+00 -4.0428786e+00 -2.5100219e+00
 -1.1917219e+00 -2.4620652e+00 -7.1748245e-01 -2.5918834e+00]","[23.12683561 12.92896002 15.3833379  15.39869243 18.85430435 21.71765099
 34.24715764]",[-0.00398735  0.03483661  0.05715263  0.00229492  0.02484499 -0.01835771],"[0.6218213  0.66590846 0.71074355 0.6520128  0.5879697  0.55376613
 0.524072   0.5301695  0.51036143 0.5516804  0.59125644 0.6097387 ]",other
"[-4.6262659e+02  1.0099483e+02  2.8273957e+00  2.0491213e+01
 -5.0165663e+00  3.8725491e+00  5.6697950e+00  3.6661977e-01
 -1.1113515e+00 -8.1690273e+00 -1.1542554e+01 -5.8961701e+00
  5.4617649e-01 -6.6911540e+00 -3.5402055e+00 -5.6616670e-01
 -6.0121694e+00 -3.9341340e+00 -1.5136464e+00 -2.8713379e+00
  6.4851063e-01 -9.8138505e-01 -2.6013992e+00  9.1566235e-02
 -4.9995680e+00 -2.6288474e+00  9.9714404e-01 -3.8173473e+00
 -1.3916575e+00  4.3241519e-01 -1.4778217e+00  8.0642653e-01
 -1.0201118e+00 -4.2289305e+00 -3.5483987e+00 -2.0788920e+00
 -1.3166069e+00 -3.4212694e+00 -2.7850938e+00 -8.7365228e-01]","[23.9327741  14.13831362 17.0163229  17.10874781 19.1051391  21.18597571
 38.00106679]",[-0.02780722 -0.00623194 -0.02155369 -0.06954901  0.01838503 -0.00190608],"[0.6367093  0.597235   0.61405617 0.6071713  0.6082279  0.5877659
 0.5810674  0.5272294  0.5124383  0.5408425  0.6748978  0.6929219 ]",other
