,mfcc,contrast,tonnetz,chroma,class
500,"[-4.0356454e+02  6.7980766e+01  2.4733276e+01  1.2628812e+01
  1.1977636e+00  2.8178630e+00  1.7692038e+00  1.5585587e+00
 -1.2545837e+01 -2.2792234e+00 -1.1284168e+01  1.5208572e+00
 -7.0683923e+00 -7.9399853e+00  1.3556024e+00  2.2586131e-01
 -6.6618772e+00  1.0594667e+00 -5.5232759e+00 -1.1372883e+00
 -9.0961866e+00 -4.9047322e+00 -1.0073599e+01 -5.7348642e+00
 -6.5019650e+00 -3.2241387e+00 -6.6286812e+00 -1.4717754e+00
 -5.2258987e+00 -3.4939414e-01  1.5732362e+00  1.4312229e+00
  1.5464144e+00  2.5816529e+00  1.4576092e+00  2.4336290e+00
  1.7730381e+00  3.1009381e+00  1.9536335e+00  8.6200690e-01]","[19.7191191  14.15315249 17.45349488 16.85830754 16.61477251 18.12805163
 38.63483962]",[-0.00706969 -0.02665674 -0.05458407 -0.10779282  0.02485918  0.01662128],"[0.6930429  0.7336338  0.6002467  0.5465474  0.6259845  0.68277943
 0.7333769  0.6941211  0.6871143  0.660207   0.5653995  0.53201175]",other
501,"[-4.8083578e+02  4.9145813e+01  1.8610912e+01  2.2149097e+01
  3.0341136e+00 -3.0331631e+00  3.7774653e+00 -5.6001270e-01
 -1.5070333e+00 -1.3084974e+00 -1.6319508e+01  1.0045839e-01
 -2.5490966e+00 -1.0024868e+01 -1.6639324e+00 -1.5556666e+00
 -6.9714627e+00 -1.9118656e+00 -5.3709326e+00 -6.7270031e+00
 -8.7106123e+00 -5.1121712e+00 -6.1517773e+00 -4.3285260e+00
 -8.2336693e+00 -2.3125736e-01 -2.4949749e+00 -3.0609708e+00
 -2.8251259e+00 -4.2147994e+00 -5.4633861e+00 -2.3636465e+00
 -2.7909598e-01  9.2030801e-02  1.0739485e+00  9.8714590e-01
  1.0703764e+00  2.1662006e+00  1.5472912e+00  4.3225968e-01]","[19.90457112 16.27642057 16.81188543 17.37273677 17.28938597 20.30837329
 38.32767096]",[-0.03055818 -0.07010975 -0.00122234 -0.05787042  0.01748283  0.00065547],"[0.6863531  0.7574266  0.67267656 0.6154881  0.61257803 0.6058406
 0.64605707 0.6634382  0.6613527  0.6477419  0.643961   0.6846374 ]",other
502,"[-4.9798926e+02  4.7927837e+01  2.0127615e+01  1.8165493e+01
  4.9775038e+00  1.9120171e+00  3.8754799e+00 -2.5316439e+00
 -2.0673269e-01  9.6766150e-01 -1.1730395e+01 -6.7978835e-01
 -1.1736628e-01 -7.3987041e+00 -1.2189609e+00  5.4152077e-01
 -7.5327387e+00 -1.8566754e+00 -2.7932448e+00 -5.1614528e+00
 -8.0369835e+00 -4.8318181e+00 -3.7607114e+00 -3.8955314e+00
 -7.1655273e+00 -1.0735799e+00 -2.4987953e+00 -1.2141160e+00
 -2.1179616e+00 -2.7804649e+00 -3.1873446e+00 -1.8778219e+00
 -4.7387353e-01 -6.6189629e-01 -1.5946112e+00 -1.2100027e+00
 -1.7816964e+00 -4.2828682e-01  2.6252672e-01 -1.1899612e+00]","[18.17088194 15.59710477 17.17148276 16.91607521 17.58549363 18.26722688
 37.92698673]",[-0.03690289  0.01167132 -0.06189317  0.00013971  0.02822627 -0.01706   ],"[0.71544766 0.8890242  0.710201   0.58719254 0.55698174 0.53762066
 0.58279586 0.6353294  0.6931047  0.71986884 0.6577393  0.62845904]",other
503,"[-4.9398279e+02  8.4398811e+01  2.3242697e+01  2.4237333e+01
  8.9489622e+00  1.9424820e+00 -1.4497158e-01 -4.5523553e+00
  2.2259352e+00  5.8218856e+00 -1.5397982e+01 -2.4720433e+00
  1.4447054e-01 -1.0585835e+00 -6.2662039e+00  3.2009459e+00
 -6.3304024e+00 -4.0284071e+00 -1.2997904e+00 -6.8289194e+00
 -1.0901014e+01 -3.4743907e+00 -9.2678423e+00 -2.2650874e+00
 -9.0415115e+00 -6.6526237e+00 -1.4179515e+00 -3.4025691e+00
 -4.5915546e+00 -3.0981336e+00 -2.3356912e+00  1.3695537e-01
 -1.1114441e+00 -3.6264777e+00 -2.6837697e+00 -1.3463976e+00
 -4.0166631e+00 -1.4516219e+00 -3.1355841e+00 -2.3532531e+00]","[20.39567609 15.31611871 18.78105071 18.65298403 20.02213906 20.91268151
 38.24481904]",[-0.04213892 -0.02600244  0.06046373  0.00594229  0.00170769 -0.00971079],"[0.68554085 0.6867952  0.61872315 0.59893626 0.5889563  0.56922156
 0.5043887  0.581099   0.6840347  0.70154977 0.69623625 0.66314054]",other
504,"[-4.7996490e+02  5.2864803e+01  2.2529896e+01  1.9313372e+01
  7.0957274e+00  8.7320834e-01  4.2831907e+00 -3.9694172e-01
 -2.9149854e+00  1.4379883e+00 -9.9308958e+00 -5.0328743e-01
 -5.0378543e-01 -6.2788844e+00 -2.9693601e+00 -9.9152780e-01
 -6.6745296e+00 -1.0975718e+00 -1.5894432e+00 -3.9844413e+00
 -9.0714827e+00 -4.2453785e+00 -7.2055693e+00 -2.3726201e+00
 -8.1499462e+00 -3.9727461e+00 -2.7513638e+00 -5.3200855e+00
 -1.3605324e+00 -2.0840440e+00 -3.0976937e+00 -3.4765694e+00
 -1.8747610e+00 -1.7271247e+00  1.3781753e+00  1.0608950e+00
 -7.0397425e-01 -1.1967058e+00 -1.5956330e+00 -1.9503670e+00]","[19.06187502 15.42012047 16.9376391  17.44292475 17.00804132 18.25718609
 38.36126757]",[-0.02282987 -0.03443853  0.02055041 -0.06283884  0.01256091 -0.00799677],"[0.6628851  0.7484371  0.6899637  0.621443   0.56251    0.5468648
 0.64554447 0.6885605  0.6750524  0.6730834  0.67409617 0.6396939 ]",other
505,"[-4.6194647e+02  6.6349297e+01  2.0062307e+01  2.2232859e+01
  9.4049292e+00  3.4418902e+00  8.8362074e-01 -9.6874225e-01
  2.2693691e+00  2.5343239e+00 -1.3662193e+01 -1.0094260e+00
 -1.4896618e+00 -3.2085118e+00 -4.7387185e+00 -6.4946719e-02
 -5.7305713e+00 -4.6214852e+00 -2.6561906e+00 -5.6516352e+00
 -9.4312010e+00 -4.1663690e+00 -7.8185754e+00 -1.0820415e+00
 -8.9365215e+00 -5.2135253e+00 -2.7349527e+00 -5.2383285e+00
 -2.7313893e+00 -3.0646145e+00 -1.6050205e+00 -2.8748289e-01
 -1.2353234e+00 -2.8737459e+00 -2.4068358e+00 -1.8154995e+00
 -3.5467706e+00 -9.2286682e-01 -1.7323983e+00 -1.1960587e-01]","[20.44100427 15.93223111 17.88619234 17.57896887 18.32295642 19.20783138
 38.65683583]",[-0.04795781 -0.02042766  0.02258834 -0.03131285  0.00821783 -0.00425981],"[0.7132832  0.7746348  0.677607   0.59725827 0.53565323 0.5674186
 0.56589425 0.5728905  0.6462096  0.7143475  0.6888118  0.6380228 ]",other
506,"[-4.8922015e+02  6.1425316e+01  2.3093384e+01  2.4282436e+01
  8.3424129e+00 -8.8152921e-01  2.6114900e+00 -6.8973535e-01
 -1.0267003e+00  4.4967741e-01 -1.8458513e+01  6.9424671e-01
 -3.8112881e+00 -6.2577386e+00 -2.4113142e+00 -1.4106911e+00
 -8.4235439e+00 -1.9387302e+00 -5.4693789e+00 -6.0847812e+00
 -1.0314752e+01 -6.1014404e+00 -5.8523788e+00 -6.2350898e+00
 -9.3659029e+00 -3.2097166e+00 -2.4670761e+00 -1.6129464e+00
 -2.2651441e+00 -3.9243991e+00 -4.6260347e+00 -2.1219759e+00
 -6.5805185e-01 -2.6002483e+00 -1.2347946e+00 -1.7057207e+00
 -3.1640625e+00 -7.5487238e-01  6.3965011e-01  1.9561872e+00]","[20.83399041 16.40680839 18.14706766 18.14077026 18.816554   20.15481229
 39.26499824]",[-0.05560959 -0.04861286  0.01457181  0.05429024  0.01196399  0.00043489],"[0.72465545 0.7376946  0.61085916 0.62421954 0.6595213  0.59806275
 0.5515418  0.5661188  0.6254083  0.6165966  0.6294551  0.6937    ]",other
507,"[-3.9571017e+02  5.1186192e+01  1.5418974e+01  9.2685003e+00
 -2.2602785e+00  8.8692598e+00  8.6830187e+00 -3.9604664e+00
 -1.6919525e+01 -7.4038439e+00 -8.0332623e+00  1.3469245e+00
 -2.4762256e+00 -4.0686831e+00 -6.0167021e-01  5.8007722e+00
 -1.2929721e+01  1.3195051e+00 -1.8366013e+00 -5.7120137e+00
 -8.4700327e+00 -3.8360541e+00 -8.5121679e+00 -5.1219978e+00
 -7.0437388e+00 -3.4626677e+00 -1.5670252e+00 -4.2236547e+00
 -3.2102373e+00 -6.5156240e+00 -3.9876544e+00  4.4125518e-01
 -3.4842939e+00  2.6355073e+00  1.3920727e+00 -2.8044695e-01
  3.3354548e-01  1.5467361e-01  2.9849887e+00  2.6344545e+00]","[19.95413231 17.85212205 20.93531058 18.34378346 19.6498747  18.24113134
 39.53411381]",[-0.03696819 -0.01428238  0.01433062 -0.00773046  0.01365112 -0.00466744],"[0.61726266 0.63460815 0.56173474 0.52904695 0.5729208  0.57439655
 0.6030053  0.665568   0.6980491  0.56811976 0.52479756 0.5390562 ]",other
508,"[-408.4984       45.73883      17.131697      8.263688      4.94727
   10.161811      4.5437765    -3.79114     -15.560583     -4.626845
  -10.892715     -0.67682785   -5.7235703    -6.866146     -2.62292
    1.356115    -13.829252      1.9440075    -3.0986536    -5.285938
  -10.054522     -3.8324883    -8.261084     -3.679026     -5.828778
   -2.6180816    -2.8608346    -3.9509845    -4.493717     -6.761409
   -3.9793348    -1.1543357    -3.1870313     3.3458838     1.2237315
    3.7299151     4.593253      7.2887073     7.572953      3.6469097 ]","[20.25673548 18.06907316 20.10416976 17.09230022 18.49669081 17.51052479
 40.40008406]",[-0.05291855 -0.06611246 -0.07035014 -0.1609551   0.00137576  0.02837289],"[0.5447179  0.72675633 0.6645899  0.5256629  0.48672882 0.58234274
 0.7148071  0.6492635  0.6461656  0.62255794 0.5405256  0.50944257]",other
509,"[-408.4984       45.73883      17.131697      8.263688      4.94727
   10.161811      4.5437765    -3.79114     -15.560583     -4.626845
  -10.892715     -0.67682785   -5.7235703    -6.866146     -2.62292
    1.356115    -13.829252      1.9440075    -3.0986536    -5.285938
  -10.054522     -3.8324883    -8.261084     -3.679026     -5.828778
   -2.6180816    -2.8608346    -3.9509845    -4.493717     -6.761409
   -3.9793348    -1.1543357    -3.1870313     3.3458838     1.2237315
    3.7299151     4.593253      7.2887073     7.572953      3.6469097 ]","[20.25673548 18.06907316 20.10416976 17.09230022 18.49669081 17.51052479
 40.40008406]",[-0.05291855 -0.06611246 -0.07035014 -0.1609551   0.00137576  0.02837289],"[0.5447179  0.72675633 0.6645899  0.5256629  0.48672882 0.58234274
 0.7148071  0.6492635  0.6461656  0.62255794 0.5405256  0.50944257]",other
510,"[-4.6657257e+02  5.9005054e+01  2.6752026e+01  1.9999783e+01
  6.7887855e+00  1.0512300e+01  1.0864558e+01  5.4232965e+00
 -6.7559962e+00 -7.8419404e+00 -9.3627405e+00  5.5631185e+00
 -3.5532649e+00 -4.5371494e+00 -4.1274953e+00  2.3688522e-01
 -6.7889414e+00 -1.3860390e+00 -6.3487921e+00 -3.8649709e+00
 -9.1731730e+00 -2.4206240e+00 -8.8399048e+00 -6.1748180e+00
 -7.2728562e+00 -3.0882878e+00 -3.0603504e+00 -1.7974753e+00
 -8.2332999e-01 -3.1260392e-01 -2.7143457e+00 -1.4775234e+00
  1.1483721e-01 -1.9351708e+00 -4.1811438e+00 -1.6056869e+00
 -3.6726394e+00 -4.8536749e+00 -4.1841536e+00 -3.0206554e+00]","[19.06019669 16.44410134 17.77888926 17.55507065 17.66801556 17.21628781
 38.58026033]",[-0.03489221 -0.02289472  0.01617733 -0.08359588  0.01273797 -0.01548831],"[0.669262   0.7995649  0.7017503  0.63559467 0.5582483  0.50425285
 0.5309397  0.544015   0.6077057  0.65447015 0.6762907  0.61041266]",other
511,"[-4.7958868e+02  6.4617409e+01  3.0555204e+01  2.5112955e+01
  1.3919023e+01  1.3816999e+01  1.6632143e+01  8.5545330e+00
 -4.2712088e+00 -5.2172394e+00 -5.9249663e+00  6.2474008e+00
 -9.8671153e-02 -2.5009570e+00 -2.6946452e+00  9.6884727e-01
 -3.1005580e+00 -1.3396869e+00 -4.0925002e+00 -2.6919792e+00
 -7.7751155e+00 -2.1105909e+00 -6.5398073e+00 -6.0282679e+00
 -6.6365967e+00 -3.2439754e+00 -2.0912008e+00 -6.7382210e-01
 -1.3466884e+00 -7.7643770e-01 -2.0829990e+00 -4.0275434e-01
  7.9966590e-02 -6.3599569e-01 -3.7703791e+00 -9.8357016e-01
 -3.1949162e+00 -4.2673941e+00 -4.1822505e+00 -2.8647380e+00]","[19.65215246 16.60027809 17.96943377 16.48820174 16.75737057 16.66303715
 38.31654287]",[-0.0332454   0.00088832 -0.01827365 -0.03381203  0.01230189 -0.00754765],"[0.7329757  0.730579   0.6396534  0.5925812  0.55794275 0.56735075
 0.6277907  0.6754898  0.684396   0.65844464 0.68643254 0.66224396]",other
512,"[-4.3657959e+02  6.3566582e+01  2.5074286e+01  2.5495981e+01
  6.5963745e+00  6.4347568e+00  1.1152532e+01  6.9999242e+00
 -4.0980668e+00 -2.6611900e+00 -1.0168834e+01  6.2346797e+00
 -2.0140641e+00  4.9786158e-02 -3.2753854e+00  1.1126271e+00
 -5.7999539e+00 -2.2155139e+00 -5.2732177e+00 -3.6340761e+00
 -1.2120692e+01  3.4482546e-02 -8.4894524e+00 -5.6153278e+00
 -7.3998318e+00 -6.0496511e+00 -3.1081870e+00 -2.1159236e+00
 -3.3181968e+00 -1.7862124e+00 -3.1181908e+00  9.5052665e-01
 -1.1290085e+00 -2.2536783e+00 -4.7149343e+00  1.6937243e-02
 -3.3470261e+00 -3.6270621e+00 -2.0748634e+00  9.1203928e-01]","[20.78932916 17.47066689 18.24526317 18.29085477 17.72679917 18.70445557
 38.08647462]",[-0.06441406 -0.05280638  0.03613651 -0.0660132   0.0187      0.01967712],"[0.64410204 0.74139464 0.675952   0.6498547  0.58294654 0.5220982
 0.52425945 0.5677799  0.6491349  0.68564194 0.6626977  0.64313954]",other
513,"[-4.6925021e+02  6.4326317e+01  2.0543600e+01  1.6794466e+01
  7.2043519e+00  6.6123943e+00  1.0939498e+01  4.7086105e+00
 -6.9970737e+00 -7.3341994e+00 -7.6708651e+00  4.3750343e+00
 -7.7590328e-01 -2.7849572e+00 -4.1228251e+00  1.1489883e-01
 -3.5378273e+00 -1.1847117e+00 -4.9828234e+00 -4.3038669e+00
 -7.8033090e+00 -3.5165820e+00 -6.2671723e+00 -6.2345271e+00
 -5.7740116e+00 -1.7813400e+00 -1.8719866e+00 -7.9316950e-01
 -1.0854741e+00 -7.0875072e-01 -1.7686018e+00  2.4767838e-02
 -1.3907897e-02 -1.8699630e+00 -4.1314335e+00 -2.0661914e+00
 -4.3578444e+00 -4.2425356e+00 -2.8738143e+00 -4.2590070e-01]","[18.65891075 16.19197618 17.49979301 17.15895868 16.5208547  16.90866491
 38.24877592]",[-0.0178387  -0.04349739 -0.05761922  0.00882858  0.0182634  -0.01389899],"[0.6800333  0.773929   0.7588988  0.6526386  0.6039793  0.56792223
 0.59035593 0.6240075  0.66624373 0.7458056  0.71314216 0.678962  ]",other
514,"[-4.5201447e+02  6.6106247e+01  2.2669096e+01  2.3293730e+01
  7.1475000e+00  4.4216070e+00  9.8880043e+00  5.0299983e+00
 -5.7118979e+00 -6.0569954e+00 -1.1144410e+01  3.4192259e+00
 -2.6821322e+00 -5.4967147e-01 -3.9639893e+00  4.1280395e-01
 -6.0635176e+00 -2.1451509e+00 -4.7211809e+00 -3.9314907e+00
 -1.0432977e+01 -1.2544661e+00 -7.0340042e+00 -5.7471180e+00
 -7.8218436e+00 -4.6155505e+00 -2.5737879e+00 -1.2244269e+00
 -2.2267780e+00 -2.5652640e+00 -2.6461816e+00 -1.2914793e+00
 -9.4312966e-01 -2.8270817e+00 -4.4192634e+00 -9.8842573e-01
 -3.2223516e+00 -3.2289011e+00 -3.3077698e+00 -1.4232689e+00]","[20.20424807 16.74282088 18.440719   17.68523982 17.60558095 18.6110376
 38.02263876]",[-0.05727578 -0.01589278 -0.00816847 -0.04419026  0.01674667 -0.00711007],"[0.7967108  0.75553113 0.6522564  0.572621   0.5431081  0.5634122
 0.58703494 0.6278466  0.6841107  0.6848909  0.66505176 0.65875113]",other
515,"[-411.00235      49.157333     16.791075     15.27576       4.095698
    4.8537407     9.138739      4.7240334    -8.656482     -8.173654
   -7.854697      3.4733095    -0.8982758    -4.746248     -4.749581
    1.2059104    -4.066143     -2.2997632    -5.154929     -3.8528044
   -9.14264      -3.2337995    -6.643054     -6.124598     -6.2964277
   -3.3813002    -1.0181857    -1.3154702    -1.723371     -2.4837382
   -2.7707481    -1.5141402    -1.4330856    -3.0984817    -4.4704366
   -1.3676493    -2.6437545    -3.011989     -0.47908556    0.41929892]","[18.64577311 16.04953791 17.76856151 17.5993375  16.683608   17.31112976
 38.5127428 ]",[-0.01246746 -0.0198771  -0.03450382 -0.05505878  0.02446872 -0.00664356],"[0.7349989  0.8078271  0.69628614 0.6053499  0.5778591  0.5546885
 0.58838433 0.5984899  0.66174823 0.69872415 0.67828846 0.650543  ]",other
516,"[-4.8713486e+02  4.5521473e+01  1.7285284e+01  1.4910780e+01
  7.3682775e+00  4.0618348e+00  1.2265922e+00 -3.8162527e+00
 -4.9127922e+00  1.2958909e+00 -6.4699640e+00 -4.0525813e+00
 -5.3772140e-01 -3.0097833e+00 -2.1484394e+00 -2.3696178e-01
 -3.2711921e+00 -3.6712620e+00 -5.4318647e+00 -3.7396181e+00
 -7.0895872e+00 -6.0055833e+00 -6.0621238e+00 -2.7766616e+00
 -5.6372800e+00 -3.6054037e+00 -2.5730948e+00 -2.5921772e+00
 -1.9552891e+00 -3.9318926e+00 -1.8786197e+00  2.2550248e-01
 -1.1572847e+00  1.6400757e+00  1.8799920e-01  7.5460351e-01
 -2.5032634e-01 -1.5924673e-01  9.1056317e-01 -2.0895423e-01]","[18.376211   15.79577748 18.0823904  16.17628238 17.50262391 17.07693657
 38.84400107]",[-0.02771513 -0.01924556 -0.02516497 -0.07374565  0.02111739 -0.01825879],"[0.7076712  0.7177251  0.6121018  0.53068763 0.55899876 0.62799066
 0.690574   0.73753923 0.80529195 0.675687   0.6238585  0.636566  ]",other
517,"[-4.7560431e+02  5.1546741e+01  2.3655405e+01  1.6724476e+01
 -1.0881927e+00 -3.0810096e+00  8.4843388e+00  2.0475905e+00
 -1.0945221e+01 -3.5762873e+00 -1.2213104e+01 -2.2244353e+00
 -4.6118312e+00 -5.7638593e+00  3.3635166e-02  1.8606459e-01
 -3.8932717e+00  2.4787791e+00 -8.4519396e+00 -1.6345913e+00
 -8.0010147e+00  5.5202770e-01 -1.1395335e+01 -6.0097923e+00
 -6.5221648e+00 -5.6597652e+00 -5.2056203e+00 -2.7469590e+00
 -2.7791924e+00 -2.6035988e+00 -3.2608376e+00 -1.7676371e+00
 -8.8162065e-01 -6.4055014e-01  3.2496939e+00  1.9235156e+00
  3.5239184e+00  9.7704005e-01 -2.9312354e-01 -8.6680150e-01]","[19.32122167 16.12030529 19.1771137  17.96110431 17.16223136 18.93310305
 40.32385293]",[ 0.0192581  -0.02819544  0.00219274 -0.10653678  0.01435174  0.00397275],"[0.64622164 0.6701175  0.5691149  0.51107377 0.5558249  0.63046384
 0.69302326 0.694635   0.73686    0.6487227  0.6006144  0.5718458 ]",other
518,"[-5.2328302e+02  5.6764202e+01  2.2535414e+01  1.7414635e+01
  2.2377994e+00 -2.6878774e+00  1.1047618e+01  2.5948722e+00
 -9.5219831e+00 -3.1906817e+00 -9.0636120e+00 -2.7345665e+00
 -5.7471719e+00 -6.4022851e+00  7.0475477e-01 -5.0863349e-01
 -5.0575886e+00  2.0426385e-01 -7.9517636e+00 -2.8357055e+00
 -8.5341330e+00 -7.5111741e-01 -8.8359861e+00 -4.8523226e+00
 -6.9762025e+00 -3.4686077e+00 -4.7422585e+00 -3.4073727e+00
 -1.6934428e+00 -1.4442371e+00 -3.7895625e+00 -1.0198630e+00
 -5.7814997e-01 -1.0959007e+00 -1.7941185e+00 -5.7395571e-01
  1.3982919e+00  1.4010987e+00  1.1836835e+00  1.8402778e+00]","[18.71402652 15.74577252 18.27826412 17.08825566 17.27347667 18.39470012
 39.79419473]",[-0.01906755 -0.02595004 -0.07773055 -0.06049737 -0.01250736 -0.01896223],"[0.6977505  0.7347765  0.6451006  0.57976526 0.6569435  0.69458157
 0.6435366  0.66353893 0.74675125 0.6733394  0.64365464 0.63973206]",other
519,"[-4.4652438e+02  6.2898045e+01  2.3406673e+01  2.2810453e+01
  9.9399395e+00  2.6302984e-01 -4.2110119e+00  6.5564692e-01
  3.1630784e-01  1.7948340e+00 -1.5004849e+01 -5.8876193e-01
  5.2208722e-01 -1.8128498e+00 -3.7223687e+00  2.1879416e+00
 -1.1626407e+01  6.0856700e-01 -2.5423634e+00 -7.1633134e+00
 -7.2942386e+00 -4.4543028e+00 -6.9376459e+00 -6.3624868e+00
 -7.9291019e+00 -1.8227257e+00 -3.2462058e+00  1.6909444e-01
 -6.3285828e+00 -2.6679320e+00 -4.6208782e+00 -1.2916374e+00
 -1.9818612e+00 -3.7103839e+00 -3.1435750e+00 -2.7251372e+00
 -4.5659895e+00 -3.1060340e+00 -2.8116078e+00 -1.8035920e+00]","[20.1908701  15.96699106 18.68435879 18.31060184 19.71562436 20.16319508
 38.68452554]",[-0.01311924 -0.02207916  0.10970462  0.02543307  0.02447865  0.0022665 ],"[0.6361119  0.6290418  0.617805   0.57456434 0.53510296 0.47580343
 0.5099793  0.5456315  0.62564594 0.66446906 0.68223166 0.6634902 ]",other
520,"[-4.6650302e+02  5.2084564e+01  1.6108164e+01  1.8257578e+01
  7.1953168e+00  3.3497629e-01  1.5864332e+00 -1.0659814e+00
 -9.9617273e-01 -8.8404292e-01 -1.2777012e+01 -2.9819527e+00
  7.7207220e-01 -2.9857736e+00 -3.3626096e+00  1.0863212e+00
 -9.2240572e+00 -1.5260203e+00 -3.2268846e+00 -6.7289996e+00
 -9.1474733e+00 -4.2656908e+00 -8.6662273e+00 -3.7764084e+00
 -7.5101452e+00 -8.9037114e-01 -2.5713055e+00 -1.7843418e+00
 -2.5574899e+00 -2.6844368e+00 -2.3769858e+00 -1.3971237e+00
 -5.0127578e-01 -2.4085624e+00  9.6075839e-01 -1.4993750e-01
 -1.6219267e+00 -4.3274888e-01 -1.4813575e-01 -1.6743269e+00]","[19.01498985 16.31755795 17.64141093 17.29161533 18.0857397  19.03538106
 38.34160849]",[-0.02203897 -0.05611114  0.00438681 -0.07127932  0.02286508 -0.01718948],"[0.6788008  0.7523374  0.64913654 0.52193135 0.48408374 0.5340304
 0.6030125  0.62282085 0.6690444  0.7144172  0.7114303  0.67016387]",other
521,"[-4.49419586e+02  7.10914688e+01  1.83723240e+01  2.52171898e+01
  1.09740620e+01  2.46368098e+00 -4.61063957e+00 -2.94415522e+00
  2.10214019e+00 -5.67627609e-01 -1.46700191e+01 -3.06690717e+00
  1.74848050e-01 -2.99662209e+00 -6.97395134e+00  4.00141448e-01
 -1.33322935e+01 -1.43640661e+00 -4.68142748e+00 -1.07285519e+01
 -9.41153812e+00 -4.65787315e+00 -1.03345671e+01 -3.51550817e+00
 -1.05856733e+01 -1.78686965e+00 -4.30320978e+00 -2.54890990e+00
 -5.01806259e+00 -4.57710266e+00 -3.22800064e+00 -9.19119477e-01
 -2.31067586e+00 -4.62746572e+00 -2.05245519e+00 -1.63186324e+00
 -2.71521544e+00  1.14928138e+00  6.50783896e-01 -4.85637635e-01]","[22.00412381 16.94485061 18.57529474 17.76976396 19.47136165 19.54265814
 37.61015254]",[-0.05752345 -0.04226931  0.01321643 -0.07040566  0.01439148  0.00364768],"[0.6591515  0.6902901  0.5877333  0.55784374 0.59482336 0.5932897
 0.59994876 0.5642351  0.6188503  0.69299054 0.7122838  0.6645233 ]",other
522,"[-4.4099057e+02  6.1831429e+01  2.2030516e+01  2.6730661e+01
  1.2083898e+01 -6.7976773e-02  1.6460699e+00  2.5384510e+00
  8.7001175e-01 -1.0697886e+00 -1.7771122e+01 -5.1204510e+00
  1.8823200e+00 -5.7637472e+00 -7.4682631e+00  2.6968696e+00
 -9.5240679e+00 -8.5522944e-01 -4.6569748e+00 -9.6281443e+00
 -1.0801053e+01 -5.3046727e+00 -1.0374658e+01 -2.8979027e+00
 -9.3750572e+00 -1.8920178e+00 -3.6074989e+00 -2.1895156e+00
 -4.4332151e+00 -3.9963031e+00 -3.9471593e+00 -6.2876952e-01
 -1.1358206e+00 -5.3488369e+00 -3.3066313e+00 -2.9800575e+00
 -3.8909945e+00 -1.1413959e+00  1.5781055e-01 -1.9675922e+00]","[20.78102137 16.60553942 18.53954469 18.73241556 18.45926155 19.77661911
 38.66467044]",[-0.06836916 -0.00388331 -0.08054587 -0.07777575  0.02817952 -0.01911724],"[0.6763808  0.6929335  0.60176075 0.50233155 0.50819135 0.53884137
 0.50497484 0.492142   0.6046554  0.6697891  0.68248206 0.6330586 ]",other
523,"[-4.3638638e+02  6.7865555e+01  2.3477839e+01  2.5819983e+01
  1.4584040e+01  2.6568136e+00 -2.4062753e+00  3.0241332e+00
  8.2921535e-01  8.4997618e-01 -1.6898037e+01 -3.9665794e+00
  1.6555150e-01 -2.7935057e+00 -8.4663458e+00 -2.5479753e+00
 -1.1889642e+01 -1.3515432e+00 -5.8255205e+00 -8.7585583e+00
 -1.0456059e+01 -4.9636960e+00 -1.1107210e+01 -5.5418105e+00
 -8.7224674e+00 -2.9610002e+00 -4.1239028e+00 -1.2024314e+00
 -6.1331635e+00 -3.2243359e+00 -4.6016588e+00 -2.8365806e-01
 -5.1559365e-01 -3.6996193e+00 -2.1079743e+00 -2.8917048e+00
 -3.3985357e+00 -1.5761832e+00 -6.8873769e-01 -1.6885370e+00]","[22.65815074 17.09194807 18.8283348  17.63114366 18.88007051 19.42923399
 39.19595242]",[-0.04014907 -0.0734345  -0.01618278 -0.03693379 -0.00695143 -0.00060721],"[0.6874083  0.6797384  0.5835608  0.4925098  0.4466094  0.4613466
 0.4996389  0.5097844  0.6087505  0.67069346 0.6656755  0.63893896]",other
524,"[-4.1453247e+02  6.0880924e+01  1.3524332e+01  2.2861273e+01
  1.0283511e+01 -1.2673649e+00 -2.4251466e+00  3.0905234e-02
  1.6675745e+00  2.6993194e-01 -1.2922280e+01 -3.1946344e+00
  1.1946322e+00 -1.9861029e+00 -5.2197967e+00 -7.7175885e-01
 -1.0585809e+01 -2.9041204e+00 -3.3383930e+00 -9.5723991e+00
 -9.4053478e+00 -5.2607489e+00 -1.1931970e+01 -5.7482314e+00
 -8.6102629e+00 -3.2096627e+00 -3.6447783e+00 -3.1221998e+00
 -5.3078737e+00 -5.0147681e+00 -6.4828277e+00 -2.6205420e+00
 -8.1500864e-01 -2.9421089e+00  5.4368120e-01 -1.0834469e+00
 -2.1593339e+00 -3.4319243e-01  1.9246832e-01 -6.3013566e-01]","[22.22833654 17.07721062 19.10090172 17.91523515 19.69285379 19.77718409
 38.1615316 ]",[-0.05002846 -0.05016533  0.0248297  -0.04224485  0.01443428  0.01715051],"[0.6610886  0.6670151  0.56345284 0.45912686 0.46862397 0.46708164
 0.53114307 0.5652359  0.60954183 0.6653985  0.699887   0.70673347]",other
