,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,-486.3092570525921,115.66837856469564,-2.8786362180646683,26.837551988513265,0.810698288215312,11.072216739717698,-5.304582298492754,2.4154778439674947,-8.356513214229748,5.581468146960467,-5.386035297300346,-0.45135774231509657,3.1494123734385764,-9.168429147328762,0.32481102107573817,-0.262217953147379,-6.269570798224566,-5.357302137064618,-0.7167163881047672,-3.039982242201338,0.2158594967316318,-2.299882765439962,-1.8217138175217324,-0.4317603872607875,-0.16192362439010713,-1.0110681493526066,-1.3486701164715338,-1.1106027453052287,-0.07227536079948706,-0.5410879423212729,-1.3476608675960082,0.4795238310779562,0.7761817126602724,-1.4121460413794644,-1.6453373168675316,-1.12143312000503,-1.9967941258776092,-1.8322821910067504,-2.2673369398871004,-2.1941549942785543,22.154772028283045,15.059581786787156,16.417811328062612,16.115878016731273,18.515883244149187,20.98077690339964,39.225666790881036,-0.001294535886186327,-0.004251167241533801,0.01268881847028895,0.03531114531784166,-0.007287626941013585,-0.0022672201876101188,0.5817813725266235,0.5893505543273017,0.6079186171490625,0.5959964098519837,0.5676770190529475,0.5399054176365303,0.5537389761564747,0.5959882846731224,0.6096511058854741,0.5988274289677474,0.5771343273832309,0.5733196070257401
