,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,-480.93358674596567,105.58986176037398,5.25733811192245,27.18109182451592,-3.856720174281079,-1.54940329284453,-2.126826301583501,-6.560619243832885,-0.4718774354054791,0.3034909355347274,-7.824827862567589,2.468814970711704,-3.3588285717929973,-7.363243428410077,2.3996153420112174,-4.1439476863282625,-4.824723387350802,-1.412133483124561,-0.4893698484682646,-1.8800650935192578,-0.7794490827888739,-0.6273166664005791,-0.4129251433444805,-0.2739821958229648,-0.8650869614765292,-1.149447554447612,-1.0387091377719504,-0.509436484975893,-0.5326567634207303,-1.2493905653322086,-1.1810814483915684,-0.43306208145423014,-0.5316580116260247,-0.2521964408396209,-0.5236173085104979,-0.38958057089418663,-0.4630240568982773,-0.9919309143404491,-0.624024309798098,-0.8510348524470799,22.070046700773624,13.88453790912207,16.128062025480055,16.071010956748236,17.82175745585586,21.239401009862362,36.9207636813177,0.004547309914351507,-0.001280999380110572,0.009793869341250183,0.001792323812709756,-0.00916572863770608,-0.0031405729398077506,0.6119743311991457,0.6087901103691976,0.594101610730906,0.5846417761239849,0.570120456277347,0.5468374407682263,0.545167050889281,0.5495937012258123,0.5589451955967262,0.562099567202271,0.5820646227383223,0.6042823361568763
