,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,-558.8954813639323,81.62797648111979,-4.737552547454834,42.33849538167318,3.103975701332092,13.918830649058025,-3.0729061429699263,0.27623470425605773,-7.81207685470581,-0.09302988052368164,-12.172462113698323,2.214218231042226,-3.9687489276130994,-11.251898447672525,2.426579799254735,-3.27862263917923,-9.727275729179382,-5.354073429107666,5.171504751841227,-4.401462675134341,0.5376676102479299,-0.8160293777783711,-5.430882215499878,-0.3609674394130707,-3.517801474283139,-4.208432602882385,0.35887120068073275,-6.351983141899109,-3.7801440318425494,-4.626638944943746,-6.625600926081339,-0.8396563639243444,-5.647409105300904,-2.8222969730695087,1.3374518672625224,-0.4490786350953082,-0.13052981893221538,-2.7369037091732027,-2.213820966084798,-1.6593359141300121,24.73891813942733,16.49077884162117,19.18154674620183,16.87583401356274,19.650425113615462,22.915409907017157,38.682035287518865,-0.03885438785766907,-0.04985997772767292,-0.004149722171528878,-0.0005114528324403263,0.020919195651609053,0.0002533465469219709,0.5088027993837992,0.560543704032898,0.6232312083244324,0.6481835722923279,0.5456232249736785,0.4433045546213786,0.47509727875391644,0.5180349508921306,0.47986351847648623,0.45848504702250165,0.4652140140533447,0.4825545748074849
